Data_Type,Run_Name,Fault_Name,Time_Step,TIME,S1V1,S1V2,S1V3,S1V4,S1V5,S1I1,S1I2,S1I3,S1I4,S1I5,S1P1,S1P2,S1P3,S1P4,S1P5,S2V1,S2V2,S2V3,S2V4,S2V5,S2I1,S2I2,S2I3,S2I4,S2I5,S2P1,S2P2,S2P3,S2P4,S2P5,S3V1,S3V2,S3V3,S3V4,S3V5,S4V1,S4V2,S4V3,S4V4,S4V5,S34PV1,S34PV2,S34PV3,S34PV4,S34PV5,S3I1,S3I2,S3I3,S3I4,S3I5,S4I1,S4I2,S4I3,S4I4,S4I5,S34PI1,S34PI2,S34PI3,S34PI4,S34PI5,S34V1,S34V2,S34V3,S34V4,S34V5,S34I1,S34I2,S34I3,S34I4,S34I5
calibration,2914,Normal,10,43.5,146.8875,7.301885,5.350384,2.409823,1.442066,2.645545,0.003944709,0.002754324,0.0008109889,0.0001292752,5.671,-107.16,146.46,142.88,-169.86,87.09337,6.388296,4.964037,2.243804,1.279337,1.63123,0.0007286434,0.0001741867,5.116994e-05,1.026869e-05,-5.23,176.33,153.47,-85.3,47.3,699.9792,18.34258,4.388692,2.639277,1.674885,494.6919,7.302725,1.696231,0.6683207,0.09965176,172.8,71.38,-160.2,52.57,147.2,7.034209,0.04337755,0.01282375,0.001216228,0.004977543,8.245458,0.04183261,0.02561622,0.006018869,0.0008689905,-1.22,47.38,77.27,170.2,141.3,697.0903,19.33573,5.056922,2.692962,172.0828,14.89472,0.06375035,0.01772133,0.004874635,0.004826828
calibration,2914,Normal,11,46.64063,146.5498,7.327147,5.335621,2.41816,1.443727,2.651642,0.003935636,0.002751154,0.0008128585,0.0001324387,6.072,-106.96,146.56,143.78,-169.26,86.69324,6.382415,4.986375,2.256757,1.283764,1.640647,0.0007104197,0.0001725897,5.000519e-05,1.078984e-05,-5.030001,177.53,151.37,-53.14,50.57,700.7857,18.34258,4.375071,2.639277,1.674885,495.8896,7.50732,1.700141,0.6690907,0.1029165,172.9,71.18,-160.1,53.24,148.8,7.022881,0.04337755,0.01279426,0.001223249,0.004994764,8.267323,0.04183261,0.02549852,0.006039695,0.0008740071,-1.22,47.11,77.46999,170.4,141.4,697.8168,19.33813,5.044071,2.694765,172.1828,14.90513,0.06375035,0.01762843,0.004888896,0.004843356
calibration,2914,Normal,12,49.76953,145.5408,7.39835,5.383132,2.4518,1.453735,2.666951,0.003895067,0.00279264,0.0008091236,0.0001298718,6.674,-105.26,149.66,145.68,-168.86,88.30495,6.599865,5.160419,2.387729,1.322772,1.581303,0.0007055294,0.0001809319,5.116994e-05,1.078984e-05,-6.5,176.13,151.07,-55.01,44.96,705.075,18.43795,4.271055,2.606064,1.650004,503.0197,7.691039,1.790544,0.7194239,0.0983977,172.8,70.65,-160.8,52.1,145.0,7.109107,0.04337755,0.01154822,0.001269156,0.005218131,8.380399,0.04487608,0.02732216,0.006706795,0.0009649727,-0.8800001,41.49,80.75,173.1,144.2,702.0341,19.48889,4.990382,2.659073,172.0933,15.09945,0.06602629,0.01983118,0.005511627,0.005055769
calibration,2914,Normal,13,52.89844,145.5408,8.014656,5.804101,2.697647,1.479058,2.673098,0.003899555,0.002773415,0.0008194358,0.0001212034,8.012,-106.76,151.16,142.38,-179.16,86.19559,7.284252,5.614809,2.59409,1.388305,1.636874,0.0007014795,0.0001717967,4.758993e-05,1.129835e-05,-6.9,180.33,150.27,-61.3,41.35,711.0256,18.53331,4.159921,2.591105,1.634877,509.5479,7.952157,1.872772,0.7735438,0.101038,172.8,70.85,-161.2,50.23,163.7,7.152619,0.04337755,0.01080227,0.001291264,0.005296818,8.44821,0.04634629,0.02844559,0.007104198,0.001015114,-0.6799994,38.28,82.89,174.6,145.6,707.8823,19.6348,4.933363,2.64558,172.0998,15.20804,0.0671475,0.02125959,0.005887552,0.005129442
calibration,2914,Normal,14,56.02734,146.2126,8.157083,5.920182,2.757306,1.496184,2.660816,0.004004193,0.002767036,0.0008241663,0.0001276483,7.744,-109.16,147.16,140.38,-174.76,87.59615,7.464231,5.74295,2.645361,1.399539,1.603302,0.0007071556,0.0001801006,4.93759e-05,1.026869e-05,-5.370001,180.53,151.67,-60.9,39.14,712.7464,18.54922,4.126531,2.582172,1.62924,512.1945,8.156146,1.911987,0.8090678,0.1042281,172.8,69.38,-161.5,50.23,161.3,7.163333,0.04337755,0.0105929,0.001295731,0.005309028,8.470613,0.04682901,0.02874187,0.007219631,0.001024507,-0.6799994,37.55,83.21999,174.9,145.8,709.5234,19.67497,4.935493,2.638416,172.1022,15.24036,0.06751856,0.0216513,0.005998576,0.005140787
calibration,2914,Normal,15,59.16016,146.5498,8.188133,5.945453,2.773224,1.496184,2.654698,0.004013424,0.002760672,0.0008251159,0.0001266237,7.677,-109.86,146.76,139.98,-175.96,87.49538,7.501274,5.773445,2.675992,1.407619,1.599613,0.0007286434,0.0001778341,4.875453e-05,1.078984e-05,-4.83,-16.55,150.87,-111.6,35.13,713.6497,18.56511,4.109463,2.582172,1.619888,513.0797,8.222142,1.918602,0.8174946,0.1023257,172.8,69.51,-161.5,49.49,150.9,7.174063,0.04337755,0.01029236,0.001301712,0.005327397,8.504818,0.04753516,0.0291417,0.007404828,0.001039956,-0.6199999,36.48,84.02,175.5,146.3,710.4009,19.69491,4.92685,2.637363,172.1061,15.28425,0.06806388,0.02219506,0.006177815,0.005157786
calibration,2914,Normal,16,62.28906,145.8764,8.289626,5.996322,2.805337,1.494462,2.673098,0.003976628,0.002783012,0.0008251159,0.0001244557,8.546,-108.66,147.66,138.78,-179.86,86.79308,7.602127,5.849046,2.722607,1.417376,1.610702,0.0007219631,0.000177221,4.819645e-05,1.129835e-05,-4.629999,179.33,150.77,-109.7,32.52,715.2952,18.581,4.076008,2.573268,1.61059,514.8548,8.336522,1.938586,0.8355743,0.1067788,172.8,69.44,-161.7,48.82,162.4,7.19557,0.04337755,0.009795237,0.001307721,0.005339677,8.527363,0.04825196,0.02975192,0.007682721,0.001076502,-0.4799995,34.87,85.56,176.3,147.3,712.0017,19.72316,4.911473,2.630931,172.1101,15.32718,0.06862044,0.02305853,0.00644956,0.00516757
calibration,2914,Normal,17,65.41797,145.8764,8.523831,6.138115,2.910617,1.506555,2.676178,0.003972053,0.002779809,0.0008260663,0.0001238839,9.483,-108.56,146.76,137.28,-180.26,86.3943,7.978753,6.162898,2.893909,1.452062,1.608848,0.0007006725,0.0001696348,4.576304e-05,1.181721e-05,-5.629999,-15.54,-28.1,-114.4,26.5,720.4189,18.64447,3.941714,2.56735,1.570309,522.8594,8.599732,2.053454,0.8719367,0.1321249,172.8,70.04,-162.7,46.75,169.0,7.260474,0.04337755,0.008166105,0.001319821,0.005327397,8.640026,0.05134699,0.03147857,0.008462816,0.001153493,-0.2200003,30.13,90.91,178.4,149.2,717.0225,19.85796,4.813539,2.639153,172.1272,15.50042,0.07105651,0.02571307,0.007217023,0.005151657
calibration,2914,Normal,18,68.55078,146.5498,8.844737,6.315896,3.030295,1.511768,2.670023,0.004022676,0.002767036,0.0008260663,0.0001228895,9.549,-111.26,145.46,135.38,-182.16,87.19368,8.179655,6.24288,2.913969,1.448722,1.592264,0.0006524018,0.0001665387,4.819645e-05,1.129835e-05,-6.639999,179.33,-31.51,-67.38,19.95,719.5898,18.6286,4.012223,2.573268,1.60319,520.1577,8.288672,1.981459,0.8279135,0.1261783,172.8,69.38,-162.2,48.22,177.0,7.19557,0.04337755,0.009863134,0.001309227,0.005345828,8.515589,0.04731676,0.02937751,0.007473344,0.001033987,-0.4799995,35.01,86.16,176.1,146.6,716.3148,19.79725,4.840029,2.641735,172.1132,15.31565,0.06789491,0.02265991,0.006239194,0.005176262
calibration,2914,Normal,19,71.67969,147.7356,8.157083,5.909286,2.716346,1.479058,2.633389,0.004036594,0.002735363,0.0008270181,0.0001207855,7.677,-111.26,144.56,138.08,-181.66,89.43037,7.114347,5.440452,2.483047,1.347365,1.56861,0.0007328499,0.0001883714,5.176249e-05,1.181721e-05,-5.299999,176.23,-29.64,-58.22,34.33,705.8868,18.45383,4.301155,2.624128,1.66911,502.4408,7.708768,1.757863,0.7285929,0.1061658,172.8,69.78,-160.6,54.04,150.1,7.055295,0.04337755,0.01272082,0.001227482,0.005012045,8.278753,0.04221968,0.02561622,0.005922634,0.0008580547,-1.02,45.77,78.21,170.5,141.4,702.8389,19.48458,5.02965,2.681422,172.0852,14.94776,0.06403627,0.01776183,0.004768266,0.004861776
calibration,2914,Normal,20,74.80859,147.7356,7.225783,5.314164,2.387729,1.437094,2.62129,0.003999587,0.002735363,0.0008194358,0.0001282375,4.869,-108.16,146.16,143.28,-171.66,89.12204,6.245038,4.872871,2.213018,1.267608,1.588602,0.0008194361,0.0001794796,5.296818e-05,1.181721e-05,-5.5,-13.94,-33.99,-50.8,44.76,699.0931,18.32669,4.405397,2.645362,1.682616,493.8383,7.269173,1.678746,0.6966024,0.09067447,172.9,70.65,-160.2,56.51,-35.24,7.012377,0.04337755,0.01307721,0.00121064,0.004954673,8.234073,0.04144909,0.02523568,0.005841373,0.0008541122,-1.29,48.18,76.67,169.6,140.8,696.2175,19.30914,5.101905,2.6941,172.1795,14.86239,0.06346811,0.01728933,0.004702844,0.004805601
calibration,2914,Normal,21,77.9375,146.8875,7.195067,5.2995,2.379496,1.433788,2.636422,0.003985795,0.002738514,0.000818493,0.0001282375,5.27,-107.66,146.16,143.58,-172.16,89.43037,6.19705,4.827642,2.20285,1.260332,1.579484,0.0008232186,0.0001847205,5.420195e-05,1.233148e-05,-5.23,-10.93,-32.18,-51.13,40.48,698.2089,18.32669,4.408949,2.645362,1.68068,493.2137,7.31956,1.674885,0.6990124,0.08679301,172.8,70.51,-160.2,56.51,-35.11,7.012377,0.04337755,0.01297224,0.001209247,0.004948972,8.234073,0.0414014,0.02523568,0.005807845,0.0008472566,-1.22,48.25,76.6,169.4,140.8,695.3135,19.30677,5.107867,2.691969,172.0803,14.86239,0.06343309,0.01732835,0.004670709,0.004800593
calibration,2914,Normal,22,81.07031,146.8875,7.17439,5.292185,2.371292,1.433788,2.636422,0.003999587,0.002744826,0.0008166105,0.0001292752,5.203,-107.66,145.96,143.48,-172.16,89.43037,6.207761,4.823753,2.200315,1.260332,1.586774,0.0008166105,0.0001847205,5.420195e-05,1.233148e-05,-5.23,176.13,154.87,-51.07,47.63,698.2089,18.32669,4.408949,2.645362,1.682616,493.5543,7.244109,1.674885,0.6902161,0.08994666,172.8,70.78,-160.1,56.65,144.4,7.012377,0.04337755,0.01301712,0.001209247,0.004954673,8.234073,0.04125864,0.02520664,0.005814534,0.0008472566,-1.29,48.31,76.6,169.5,140.8,695.343,19.30677,5.099072,2.6937,172.0795,14.86239,0.06332836,0.01728611,0.004677378,0.004806212
calibration,2914,Normal,23,84.19922,146.8875,7.179347,5.28853,2.374024,1.433788,2.639459,0.003999587,0.002747989,0.0008194358,0.0001276483,5.203,-107.66,146.16,143.38,-171.86,89.32749,6.186358,4.819867,2.192729,1.263238,1.583125,0.0008175514,0.0001838718,5.420195e-05,1.181721e-05,-5.23,-14.88,153.47,-91.7,42.95,698.2089,18.32669,4.411996,2.648409,1.68068,493.5543,7.336433,1.674885,0.6942006,0.08994666,172.9,70.51,-160.2,57.05,-36.31,7.012377,0.04337755,0.01300214,0.001209247,0.004948972,8.234073,0.04135376,0.02514867,0.005814534,0.0008472566,-1.29,48.31,76.67,169.4,140.8,695.3069,19.30677,5.106102,2.696746,172.1803,14.86239,0.06339812,0.01724081,0.004677378,0.004800593
calibration,2914,Normal,24,87.33984,146.8875,7.169436,5.28853,2.368563,1.433788,2.636422,0.003994984,0.002744826,0.000818493,0.0001272081,5.203,-107.56,146.06,143.28,-171.96,89.32749,6.20276,4.831534,2.200315,1.260332,1.584948,0.0008063343,0.0001815579,5.358151e-05,1.129835e-05,-5.370001,177.73,-34.12,-86.2,40.14,698.2089,18.32669,4.411996,2.645362,1.682616,493.2137,7.269173,1.674885,0.6942006,0.08994666,172.8,71.72,-160.2,56.78,-32.16,7.012377,0.04337755,0.01307721,0.001207855,0.004948972,8.222712,0.04135376,0.02514867,0.005801161,0.0008423935,-1.29,48.45,76.53,169.4,140.7,695.3332,19.30677,5.106102,2.6937,172.0795,14.85128,0.06339812,0.01721313,0.004665333,0.004801032
calibration,2914,Normal,25,90.46875,146.8875,7.164484,5.281229,2.365838,1.433788,2.639459,0.004008805,0.002741669,0.000818493,0.0001286812,5.136,-107.76,145.76,143.28,-172.36,89.22472,6.186358,4.812659,2.200315,1.263238,1.583125,0.0007952707,0.0001823959,5.296818e-05,1.181721e-05,-5.43,176.93,-35.12,-51.33,43.29,698.2089,18.32669,4.408949,2.648409,1.682616,493.2137,7.31956,1.672958,0.692604,0.08810184,172.9,71.38,-160.2,56.85,142.6,7.012377,0.04337755,0.01307721,0.001207855,0.004948972,8.222712,0.04125864,0.02514867,0.005801161,0.0008443354,-1.22,48.45,76.53,169.4,140.7,695.3135,19.30558,5.101459,2.695734,172.1795,14.85128,0.06332836,0.01721313,0.004665333,0.004800856
calibration,2914,Normal,26,93.59766,146.8875,7.159536,5.281229,2.368563,1.433788,2.636422,0.003999587,0.002738514,0.0008166105,0.0001282375,5.07,-107.66,145.76,143.18,-172.26,89.32749,6.192058,4.819867,2.200315,1.263238,1.586774,0.000796187,0.0001815579,5.420195e-05,1.233148e-05,-5.5,176.93,-32.78,-53.41,36.73,698.2089,18.32669,4.411996,2.648409,1.682616,493.2137,7.277547,1.674885,0.6950002,0.08810184,172.8,71.58,-160.2,56.85,146.0,7.012377,0.04337755,0.01304713,0.001207855,0.004948972,8.222712,0.04125864,0.02514867,0.005794487,0.0008443354,-1.22,48.45,76.46999,169.3,140.7,695.33,19.30677,5.106902,2.695734,172.0795,14.85128,0.06332836,0.01722419,0.00465868,0.004800856
calibration,2914,Normal,27,96.73047,146.8875,7.164484,5.284879,2.368563,1.433788,2.639459,0.003994984,0.002738514,0.0008166105,0.0001272081,5.136,-107.56,145.96,143.28,-172.06,89.43037,6.175684,4.823753,2.195255,1.263238,1.583125,0.0008241667,0.0001815579,5.540067e-05,1.078984e-05,-5.57,-13.54,-34.32,-53.81001,40.88,698.2089,18.32669,4.408949,2.645362,1.682616,493.2137,7.277547,1.672958,0.6974047,0.08871251,172.8,70.58,-160.2,56.91,-32.1,7.012377,0.04337755,0.01298718,0.001207855,0.004948972,8.222712,0.04135376,0.02514867,0.005807845,0.0008453079,-1.29,48.38,76.53,169.4,140.6,695.33,19.30558,5.106259,2.693022,172.0795,14.85128,0.06339812,0.01724636,0.004671996,0.004800769
calibration,2914,Normal,28,99.85938,146.8875,7.164484,5.28853,2.371292,1.433788,2.636422,0.004004193,0.002744826,0.000817551,0.0001276483,5.136,-107.66,146.06,143.48,-172.26,89.32749,6.20276,4.823753,2.197784,1.263238,1.584948,0.0008100559,0.0001823959,5.420195e-05,1.233148e-05,-5.43,177.53,-34.05,-52.87,43.75,698.2089,18.32669,4.405397,2.645362,1.682616,493.5543,7.361815,1.678746,0.7046685,0.08932741,172.8,71.05,-160.2,56.45,143.6,7.012377,0.04337755,0.01307721,0.001209247,0.004954673,8.234073,0.04135376,0.02514867,0.005814534,0.0008482328,-1.29,48.38,76.6,169.4,140.7,695.297,19.30914,5.109971,2.69336,172.0795,14.86239,0.06339812,0.01721313,0.004677378,0.004806124
calibration,2914,Normal,29,102.9883,146.8875,7.17439,5.28853,2.371292,1.433788,2.639459,0.003999587,0.002747989,0.0008194358,0.0001286812,5.203,-107.56,146.26,143.68,-172.06,89.32749,6.20276,4.831534,2.197784,1.263238,1.581303,0.000809124,0.0001823959,5.358151e-05,1.233148e-05,-5.43,177.73,153.37,-54.28,37.2,698.2089,18.32669,4.408949,2.645362,1.682616,493.5543,7.269173,1.678746,0.691011,0.08994666,172.8,71.65,-160.2,56.71,136.9,7.012377,0.04337755,0.01298718,0.00121064,0.004954673,8.234073,0.0414014,0.02520664,0.005821234,0.0008501882,-1.29,48.31,76.6,169.6,140.8,695.3332,19.30914,5.099866,2.6937,172.0795,14.86239,0.06343309,0.01729725,0.004682767,0.00480595
calibration,2920,Normal,1,15.26953,146.8875,7.383035,5.401134,2.446161,1.452062,2.636422,0.003949254,0.002738514,0.0008100559,0.0001335104,5.738,-107.96,146.16,143.38,-169.86,87.09337,6.489109,5.039472,2.306667,1.297135,1.618136,0.0007269676,0.0001764067,5.000519e-05,1.078984e-05,-4.9,-14.41,-31.51,-51.2,48.17,701.6739,18.35848,4.35146,2.633208,1.66911,497.3762,7.550661,1.711926,0.692604,0.1075189,172.9,71.45,-160.3,53.17,148.7,7.044742,0.04337755,0.0126478,0.001226069,0.005012045,8.267323,0.04236575,0.02561622,0.006005028,0.0008649977,-1.150001,46.17,77.87,170.3,141.6,698.688,19.36122,5.043971,2.691245,172.1852,14.92634,0.06414444,0.01779086,0.004851719,0.004861159
calibration,2920,Normal,2,18.39844,147.3957,7.327147,5.389954,2.420946,1.447055,2.633389,0.003976628,0.002735363,0.000813795,0.0001292752,5.604,-108.56,145.26,142.28,-170.26,87.29414,6.382415,4.944644,2.243804,1.279337,1.62,0.0007303232,0.000177221,5.176249e-05,1.026869e-05,-4.360001,-12.13,151.17,-53.21,45.83,700.7857,18.34258,4.378598,2.645362,1.676814,495.3188,7.302725,1.688437,0.6698614,0.1048299,172.8,72.12,-160.2,52.97,148.2,7.034209,0.04337755,0.01282375,0.001213431,0.004977543,8.245458,0.04168838,0.02538137,0.005909012,0.0008453079,-1.22,47.24,77.46999,169.8,141.2,697.8968,19.33094,5.048368,2.701904,172.082,14.89472,0.06364408,0.01751323,0.004767693,0.004828926
calibration,2920,Normal,3,21.52734,147.2262,7.271683,5.339308,2.39875,1.437094,2.636422,0.003985795,0.002741669,0.0008128585,0.0001276483,5.136,-108.16,144.56,141.48,-173.06,86.99317,6.303548,4.907214,2.254161,1.276395,1.636874,0.0007328499,0.0001733864,5.116994e-05,1.181721e-05,-4.1,-12.94,-30.31,-53.34,43.96,699.0931,18.32669,4.382128,2.639277,1.676814,494.123,7.378787,1.678746,0.6614316,0.0983977,172.9,71.92,-160.2,53.97,158.9,7.022881,0.04337755,0.01292751,0.001212034,0.004966095,8.256858,0.04154464,0.02523568,0.005881865,0.0008580547,-1.22,47.58,77.27,169.7,141.1,696.1746,19.30914,5.04347,2.69227,172.182,14.89488,0.06353833,0.01734514,0.004741921,0.004816505
calibration,2920,Normal,4,24.66016,147.2262,7.250783,5.331937,2.40428,1.437094,2.630359,0.003958358,0.002741669,0.0008128585,0.0001282375,5.07,-107.96,143.36,141.78,-171.96,86.89305,6.313716,4.918527,2.230925,1.273459,1.621867,0.0007227949,0.0001764067,5.058421e-05,1.078984e-05,-4.43,176.83,-31.78,-51.6,39.34,699.0931,18.32669,4.385157,2.645362,1.676814,493.8383,7.311138,1.678746,0.651606,0.1048299,172.8,72.12,-160.1,53.3,163.5,7.034209,0.04337755,0.01292751,0.00121064,0.004960381,8.245458,0.0417364,0.02523568,0.005888639,0.0008600328,-1.150001,47.44,77.14,169.7,141.1,696.201,19.30914,5.036674,2.701904,172.082,14.89472,0.06367945,0.01734514,0.004749966,0.004810703
calibration,2920,Normal,5,27.78906,147.2262,7.271683,5.350384,2.39875,1.438749,2.636422,0.004013424,0.002744826,0.0008128585,0.0001276483,5.203,-108.36,144.76,141.78,-172.16,86.79308,6.297744,4.910605,2.230925,1.276395,1.642537,0.0007269676,0.0001741867,5.000519e-05,1.129835e-05,-4.16,-13.4,151.97,-53.88,46.36,699.9792,18.32669,4.385157,2.648409,1.676814,494.4073,7.421384,1.688437,0.657635,0.1042281,172.8,71.11,-160.2,53.57,-46.27,7.034209,0.04337755,0.01280899,0.00121064,0.004966095,8.245458,0.04159249,0.02532299,0.005915821,0.0008550963,-1.22,47.71,77.34,169.8,141.1,697.0439,19.31509,5.042702,2.704617,172.082,14.89472,0.06357352,0.01746728,0.004777065,0.004816766
calibration,2920,Normal,6,30.92969,147.3957,7.271683,5.325188,2.40428,1.437094,2.636422,0.004018047,0.002747989,0.0008128585,0.0001286812,5.136,-108.36,144.46,141.98,-172.86,87.09337,6.297744,4.918527,2.236068,1.279337,1.629353,0.0007120575,0.0001755962,4.93759e-05,1.078984e-05,-4.700001,176.53,-30.78,-53.07,40.81,699.0931,18.32669,4.388692,2.645362,1.678746,495.034,7.429934,1.678746,0.6729534,0.09965176,172.9,71.31,-160.2,53.1,-50.75,7.022881,0.04337755,0.01286812,0.00121064,0.004977543,8.234073,0.04183261,0.02532299,0.005875096,0.0008550963,-1.22,47.51,77.07,169.6,141.3,696.1546,19.30914,5.061554,2.699043,172.1812,14.87259,0.06375035,0.01744463,0.004736464,0.004828045
calibration,2920,Normal,7,34.05859,147.2262,7.230776,5.331937,2.40428,1.430491,2.639459,0.003999587,0.002751154,0.000813795,0.0001250302,5.27,-108.46,144.36,141.78,-172.66,87.19368,6.361874,4.899311,2.243804,1.273459,1.63499,0.0007413361,0.0001747894,5.000519e-05,1.078984e-05,-4.629999,-14.21,-31.31,-53.61,48.03,699.9792,18.32669,4.395266,2.645362,1.678746,494.4073,7.353344,1.688437,0.6644847,0.101038,172.8,72.18,-160.2,53.17,154.7,7.022881,0.04337755,0.01288294,0.001212034,0.004954673,8.234073,0.0417364,0.02532299,0.005895424,0.0008610237,-1.22,47.51,77.0,169.7,141.1,697.0706,19.31509,5.05966,2.699808,172.0811,14.87259,0.06367945,0.01743898,0.004755439,0.004804995
calibration,2920,Normal,8,37.1875,147.2262,7.235772,5.335621,2.390479,1.442066,2.627331,0.004018047,0.002751154,0.0008109889,0.0001282375,4.936,-108.66,144.96,141.78,-171.86,86.4938,6.329728,4.888042,2.236068,1.279337,1.62,0.0007186462,0.0001747894,4.875453e-05,1.129835e-05,-4.83,177.43,-31.85,-94.1,46.43,699.0931,18.32669,4.385157,2.645362,1.676814,494.123,7.387287,1.684554,0.657635,0.101038,172.9,70.98,-160.2,53.84,154.5,7.022881,0.04337755,0.01298718,0.00121064,0.004960381,8.245458,0.0417364,0.02529385,0.005895424,0.0008472566,-1.22,47.44,76.93999,169.6,140.7,696.1713,19.3127,5.042702,2.699808,172.182,14.88373,0.06367945,0.0173739,0.004756731,0.004811836
calibration,2920,Normal,9,40.36719,147.2262,7.230776,5.328255,2.39875,1.438749,2.636422,0.004008805,0.002751154,0.0008128585,0.0001272081,5.003,-108.36,144.96,142.08,-172.26,86.59346,6.324628,4.910605,2.236068,1.274926,1.621867,0.0007194739,0.0001764067,5.000519e-05,1.129835e-05,-4.83,176.53,152.97,-56.15,40.28,699.9792,18.34258,4.398809,2.639277,1.678746,495.034,7.31956,1.684554,0.66525,0.101038,172.9,72.25,-160.2,52.97,151.2,7.022881,0.04337755,0.01285331,0.001214829,0.004966095,8.234073,0.04159249,0.02514867,0.005895424,0.0008570676,-1.150001,47.51,76.93999,169.7,141.1,697.0837,19.32856,5.063969,2.693727,172.1812,14.87259,0.06357352,0.01729652,0.004752852,0.004816592
calibration,2920,Normal,10,43.5,147.2262,7.281735,5.317837,2.384982,1.437094,2.636422,0.004013424,0.002751154,0.0008109889,0.0001276483,5.404,-107.76,145.36,141.28,-172.86,87.69708,6.334831,4.903261,2.248977,1.276395,1.636874,0.0007252956,0.0001755962,5.176249e-05,1.283852e-05,-5.23,-13.6,151.67,-56.68,43.22,699.9792,18.32669,4.388692,2.639277,1.674885,495.3188,7.277547,1.684554,0.67918,0.101038,172.8,72.05,-160.2,53.44,154.9,7.034209,0.04337755,0.01295731,0.001216228,0.004966095,8.245458,0.0417364,0.02532299,0.005970558,0.0008560812,-1.150001,47.38,76.93999,169.9,141.1,697.1002,19.3127,5.06778,2.693727,172.0828,14.89472,0.06367945,0.01741078,0.004826465,0.004816679
calibration,2920,Normal,11,46.62891,146.8875,7.255794,5.346689,2.407049,1.438749,2.639459,0.003972053,0.002751154,0.0008109889,0.0001313757,5.404,-107.66,145.36,142.38,-171.06,87.29414,6.334831,4.974907,2.256757,1.283764,1.625605,0.0007120575,0.0001747894,4.93759e-05,1.129835e-05,-5.43,176.23,152.07,-55.55,48.37,699.9792,18.34258,4.372049,2.633208,1.672958,495.8896,7.490055,1.7021,0.67918,0.101038,172.8,71.18,-160.3,53.57,-32.83,7.044742,0.04337755,0.01269156,0.00123599,0.005075923,8.2902,0.04270856,0.02615261,0.006201761,0.0009047216,-1.150001,46.31,77.67,170.8,142.0,697.0171,19.33933,5.051137,2.68766,172.0836,14.94873,0.06439889,0.0182528,0.005038692,0.004920666
calibration,2920,Normal,12,49.75781,145.5408,7.612634,5.58258,2.549676,1.472262,2.666951,0.003953803,0.002783012,0.0008166105,0.0001324387,6.34,-106.86,148.96,143.48,-170.56,88.30495,6.950004,5.376318,2.491638,1.356704,1.594098,0.0006974531,0.0001764067,4.819645e-05,1.129835e-05,-7.17,179.03,151.07,-57.08,37.07,707.5958,18.48562,4.210514,2.597078,1.63676,505.6906,7.888328,1.844952,0.7559358,0.09386091,172.8,70.04,-161.0,50.9,145.0,7.141922,0.04337755,0.01109213,0.001283852,0.005260354,8.44821,0.0462397,0.02808762,0.006863015,0.0009885872,-0.749999,39.02,81.75,173.6,144.7,704.4777,19.57004,4.966349,2.64759,172.099,15.19766,0.06706577,0.02077227,0.005653817,0.005095509
calibration,2920,Normal,13,52.89844,146.2126,8.020195,5.855109,2.70698,1.487596,2.663882,0.00403195,0.002763853,0.0008241663,0.0001260419,6.942,-109.26,145.56,139.68,-177.66,87.69708,7.326306,5.652428,2.624128,1.394714,1.597773,0.0006950485,0.0001764067,4.819645e-05,1.078984e-05,-5.9,178.03,151.27,-59.29,36.47,711.9267,18.53331,4.143193,2.588124,1.62924,510.7223,8.090678,1.890101,0.7943007,0.09582631,172.8,69.51,-161.3,50.43,157.8,7.163333,0.04337755,0.01065406,0.001295731,0.005309028,8.470613,0.04688296,0.0287088,0.007236274,0.001026869,-0.6799994,37.68,82.95,174.7,145.6,708.7293,19.64554,4.937389,2.639723,172.1022,15.24036,0.06756011,0.02158728,0.006015183,0.005140629
calibration,2920,Normal,14,56.02734,146.2126,8.172123,5.912688,2.7478,1.494462,2.666951,0.003962918,0.002763853,0.0008241663,0.0001286812,8.212,-108.66,148.26,141.38,-175.46,88.30495,7.406023,5.712615,2.651459,1.402765,1.584948,0.0007006725,0.000178655,4.819645e-05,9.761467e-06,-5.5,179.43,-30.24,-58.62,33.59,712.7464,18.54922,4.126531,2.582172,1.623623,512.1945,8.212681,1.909787,0.8044239,0.09772036,172.8,70.24,-161.4,49.89,155.7,7.163333,0.04337755,0.01054423,0.001298718,0.005315144,8.482325,0.04709936,0.02887454,0.00730323,0.001035178,-0.6799994,37.28,83.21999,174.9,145.8,709.5014,19.6736,4.93085,2.634819,172.1045,15.25182,0.06772699,0.02180353,0.006079216,0.005146079
calibration,2920,Normal,15,59.16016,146.2126,8.228769,5.967397,2.786025,1.499634,2.666951,0.003994984,0.002760672,0.0008222711,0.0001286812,8.078,-109.46,147.16,139.98,-176.26,87.39472,7.548924,5.814804,2.697645,1.415745,1.603302,0.0006966508,0.0001733864,4.634628e-05,1.078984e-05,-5.9,178.53,-30.71,-58.29,36.13,713.6497,18.56511,4.096237,2.576233,1.618024,513.9665,8.288672,1.927458,0.8260093,0.0983977,172.8,69.78,-161.6,49.29,155.5,7.184808,0.04337755,0.01024507,0.001304713,0.005333534,8.504818,0.04769963,0.02927622,0.007473344,0.001051998,-0.5500002,36.14,84.02,175.5,146.3,710.375,19.70041,4.922139,2.629256,172.1069,15.29467,0.06819132,0.02234966,0.006243397,0.005163035
