Data_Type,Run_Name,Fault_Name,Time_Step,Time,Step Number,BCl3 Flow,Cl2 Flow,RF Btm Pwr,RF Btm Rfl Pwr,Endpt A,He Press,Pressure,RF Tuner,RF Load,RF Phase Err,RF Pwr,RF Impedance,TCP Tuner,TCP Phase Err,TCP Impedance,TCP Top Pwr,TCP Rfl Pwr,TCP Load,Vat Valve
calibration,2926,Normal,98,110.381,5.0,752.0,753.0,132.0,0.0,1051.0,100.0,1183.0,9480.0,8982.0,754.0,21.0,16543.0,19330.0,-265.0,16336.0,344.0,0.0,27850.0,50.0
calibration,2926,Normal,99,111.4,5.0,751.0,753.0,133.0,0.0,1055.0,101.0,1186.0,9534.0,8961.0,464.0,21.0,16756.0,19108.0,150.0,16354.0,344.0,0.0,27868.0,50.0
calibration,2926,Normal,100,10.71,4.0,751.0,754.0,136.0,0.0,629.0,101.0,1226.0,9443.0,9024.0,-1381.0,26.0,16489.0,19978.0,476.0,16774.0,354.0,0.0,27620.0,49.0
calibration,2927,Normal,1,10.71,4.0,751.0,754.0,136.0,0.0,629.0,101.0,1226.0,9443.0,9024.0,-1381.0,26.0,16489.0,19978.0,476.0,16774.0,354.0,0.0,27620.0,49.0
calibration,2927,Normal,2,11.7295,4.0,751.0,753.0,132.0,0.0,613.0,100.0,1224.0,9445.0,9071.0,-1194.0,26.0,16636.0,20060.0,-507.0,16632.0,357.0,0.0,27422.0,49.0
calibration,2927,Normal,3,12.75,4.0,751.0,754.0,131.0,0.0,589.0,101.0,1220.0,9440.0,9082.0,-1009.0,26.0,16562.0,20078.0,-303.0,17022.0,339.0,0.0,27474.0,49.0
calibration,2927,Normal,4,13.7695,4.0,752.0,754.0,135.0,0.0,565.0,102.0,1197.0,9441.0,9050.0,-1491.0,27.0,16252.0,20070.0,-91.0,16694.0,359.0,0.0,27344.0,49.0
calibration,2927,Normal,5,14.7988,4.0,751.0,754.0,136.0,0.0,942.0,101.0,1163.0,9441.0,9042.0,-674.0,28.0,16283.0,20302.0,1128.0,15010.0,349.0,0.0,27808.0,50.0
calibration,2927,Normal,6,15.8193,4.0,751.0,753.0,133.0,0.0,1788.0,102.0,1155.0,9499.0,9032.0,-2431.0,25.0,16688.0,19444.0,-1048.0,16160.0,345.0,0.0,27598.0,48.0
calibration,2927,Normal,7,16.8398,4.0,752.0,752.0,134.0,0.0,1817.0,101.0,1195.0,9505.0,9065.0,-1725.0,25.0,16531.0,19396.0,434.0,16290.0,344.0,0.0,27942.0,48.0
calibration,2927,Normal,8,17.8594,4.0,752.0,752.0,133.0,0.0,1638.0,101.0,1203.0,9446.0,9060.0,1543.0,25.0,16448.0,19234.0,-511.0,17068.0,357.0,0.0,27858.0,48.0
calibration,2927,Normal,9,18.8799,4.0,751.0,753.0,135.0,0.0,1425.0,101.0,1203.0,9489.0,9050.0,481.0,25.0,17145.0,19550.0,-259.0,16582.0,349.0,1.0,27798.0,49.0
calibration,2927,Normal,10,19.9258,4.0,752.0,754.0,134.0,0.0,1649.0,101.0,1162.0,9461.0,9056.0,-274.0,25.0,16901.0,19676.0,126.0,16382.0,347.0,0.0,27842.0,49.0
calibration,2927,Normal,11,20.9502,4.0,752.0,753.0,133.0,0.0,1677.0,101.0,1195.0,9477.0,9025.0,-774.0,25.0,16524.0,19508.0,208.0,16376.0,351.0,0.0,27894.0,49.0
calibration,2927,Normal,12,21.9697,4.0,752.0,754.0,132.0,0.0,1677.0,100.0,1186.0,9445.0,9093.0,233.0,25.0,16498.0,19356.0,142.0,16596.0,342.0,1.0,27874.0,49.0
calibration,2927,Normal,13,22.9893,4.0,751.0,753.0,133.0,0.0,1689.0,101.0,1183.0,9486.0,9067.0,-553.0,25.0,16873.0,19522.0,-3.0,16618.0,346.0,1.0,27780.0,49.0
calibration,2927,Normal,14,24.0098,4.0,752.0,753.0,131.0,0.0,1702.0,102.0,1183.0,9476.0,9047.0,-781.0,24.0,16617.0,19320.0,64.0,16344.0,354.0,0.0,27876.0,49.0
calibration,2927,Normal,15,25.0293,4.0,752.0,753.0,132.0,0.0,1729.0,101.0,1184.0,9458.0,9094.0,-1168.0,25.0,16895.0,19494.0,90.0,16074.0,354.0,1.0,27908.0,49.0
calibration,2927,Normal,16,26.0508,4.0,752.0,753.0,133.0,0.0,1753.0,100.0,1187.0,9481.0,9058.0,-49.0,24.0,16619.0,19168.0,-330.0,16596.0,342.0,0.0,28000.0,49.0
calibration,2927,Normal,17,27.0957,4.0,751.0,753.0,135.0,0.0,1765.0,100.0,1185.0,9482.0,9061.0,-944.0,24.0,16693.0,19284.0,52.0,16778.0,351.0,0.0,28010.0,49.0
calibration,2927,Normal,18,28.0889,4.0,752.0,751.0,134.0,0.0,1767.0,101.0,1185.0,9448.0,9061.0,-1374.0,24.0,16580.0,19252.0,132.0,16482.0,350.0,0.0,27968.0,49.0
calibration,2927,Normal,19,29.1094,4.0,752.0,753.0,135.0,0.0,1775.0,100.0,1185.0,9502.0,9063.0,-986.0,24.0,16660.0,19352.0,59.0,16888.0,338.0,0.0,27822.0,49.0
calibration,2927,Normal,20,30.1299,4.0,751.0,754.0,132.0,0.0,1773.0,100.0,1187.0,9447.0,9037.0,-2136.0,24.0,16393.0,19286.0,22.0,16518.0,358.0,0.0,27902.0,49.0
calibration,2927,Normal,21,31.1494,4.0,752.0,753.0,135.0,0.0,1781.0,101.0,1184.0,9465.0,9065.0,-885.0,24.0,16714.0,19448.0,129.0,16772.0,346.0,0.0,27852.0,49.0
calibration,2927,Normal,22,32.1699,4.0,751.0,754.0,132.0,0.0,1779.0,101.0,1185.0,9489.0,9071.0,-1672.0,23.0,16545.0,19388.0,-9.0,16122.0,348.0,1.0,27832.0,49.0
calibration,2927,Normal,23,33.1895,4.0,751.0,753.0,134.0,0.0,1782.0,101.0,1184.0,9443.0,9048.0,-1189.0,24.0,16862.0,19376.0,35.0,16714.0,343.0,0.0,27928.0,49.0
calibration,2927,Normal,24,34.21,4.0,751.0,753.0,131.0,0.0,1785.0,101.0,1185.0,9466.0,9063.0,-1176.0,23.0,16523.0,19384.0,-451.0,16494.0,348.0,0.0,27980.0,49.0
calibration,2927,Normal,25,35.2295,4.0,752.0,754.0,134.0,0.0,1786.0,101.0,1186.0,9486.0,9079.0,145.0,23.0,16649.0,19220.0,61.0,16410.0,353.0,0.0,27838.0,49.0
calibration,2927,Normal,26,36.25,4.0,751.0,753.0,134.0,0.0,1784.0,100.0,1186.0,9427.0,9042.0,-978.0,23.0,16296.0,19150.0,578.0,16006.0,361.0,0.0,27870.0,49.0
calibration,2927,Normal,27,37.2695,4.0,752.0,753.0,132.0,0.0,1786.0,101.0,1184.0,9454.0,9041.0,-1799.0,24.0,16274.0,19192.0,94.0,16464.0,347.0,0.0,27834.0,49.0
calibration,2927,Normal,28,38.29,4.0,752.0,752.0,135.0,0.0,1782.0,101.0,1184.0,9527.0,9015.0,-307.0,24.0,16482.0,19288.0,125.0,16432.0,351.0,1.0,28012.0,49.0
calibration,2927,Normal,29,39.3359,4.0,752.0,753.0,134.0,0.0,1791.0,100.0,1186.0,9443.0,9086.0,-1028.0,24.0,16576.0,19110.0,-26.0,16712.0,342.0,0.0,27950.0,49.0
calibration,2927,Normal,30,40.3291,4.0,751.0,754.0,132.0,0.0,1787.0,100.0,1185.0,9477.0,9048.0,-1317.0,23.0,16141.0,19314.0,111.0,16280.0,347.0,0.0,28018.0,49.0
calibration,2927,Normal,31,41.3496,4.0,751.0,753.0,131.0,0.0,1779.0,101.0,1185.0,9441.0,9058.0,-1853.0,24.0,16237.0,19216.0,-23.0,16580.0,347.0,0.0,27800.0,49.0
calibration,2927,Normal,32,42.3701,4.0,752.0,753.0,136.0,0.0,1778.0,102.0,1185.0,9432.0,9104.0,-1250.0,23.0,16691.0,19402.0,-11.0,16346.0,353.0,0.0,27846.0,49.0
calibration,2927,Normal,33,43.3906,4.0,752.0,753.0,133.0,0.0,1777.0,100.0,1186.0,9507.0,9036.0,-727.0,24.0,16259.0,19204.0,82.0,16754.0,347.0,0.0,27998.0,49.0
calibration,2927,Normal,34,44.5059,4.0,752.0,752.0,132.0,0.0,1773.0,100.0,1183.0,9440.0,9086.0,121.0,24.0,16871.0,19314.0,1030.0,16512.0,354.0,0.0,28006.0,49.0
calibration,2927,Normal,35,45.4795,4.0,752.0,754.0,136.0,0.0,1770.0,100.0,1184.0,9447.0,9079.0,-2192.0,24.0,16541.0,19120.0,-267.0,16668.0,347.0,0.0,27852.0,49.0
calibration,2927,Normal,36,46.499,4.0,752.0,754.0,133.0,0.0,1766.0,100.0,1183.0,9421.0,9074.0,-2446.0,24.0,16315.0,19378.0,-274.0,16536.0,346.0,0.0,27966.0,49.0
calibration,2927,Normal,37,47.5195,4.0,752.0,752.0,134.0,0.0,1771.0,101.0,1185.0,9451.0,9088.0,20.0,24.0,16343.0,19222.0,-89.0,16742.0,347.0,0.0,28024.0,49.0
calibration,2927,Normal,38,48.5391,4.0,751.0,753.0,134.0,0.0,1766.0,101.0,1183.0,9478.0,9026.0,-1945.0,24.0,16325.0,19220.0,582.0,16428.0,349.0,0.0,28014.0,49.0
calibration,2927,Normal,39,49.5615,4.0,751.0,753.0,134.0,0.0,1760.0,100.0,1184.0,9453.0,9078.0,-1099.0,24.0,16573.0,19130.0,-427.0,16412.0,352.0,1.0,27958.0,49.0
calibration,2927,Normal,40,50.5791,4.0,751.0,753.0,136.0,0.0,1752.0,101.0,1184.0,9505.0,9038.0,-403.0,24.0,16838.0,19326.0,546.0,16342.0,358.0,1.0,27822.0,49.0
calibration,2927,Normal,41,51.626,4.0,751.0,754.0,134.0,0.0,1744.0,101.0,1184.0,9479.0,9013.0,-77.0,24.0,16401.0,19206.0,-328.0,16600.0,347.0,0.0,27806.0,49.0
calibration,2927,Normal,42,52.6201,4.0,752.0,754.0,133.0,0.0,1731.0,100.0,1181.0,9477.0,9041.0,-2253.0,24.0,16118.0,19364.0,800.0,16838.0,343.0,0.0,28014.0,49.0
calibration,2927,Normal,43,53.6396,4.0,751.0,752.0,133.0,0.0,1624.0,101.0,1188.0,9484.0,9066.0,-886.0,24.0,16156.0,19272.0,-534.0,16736.0,348.0,1.0,28026.0,49.0
calibration,2927,Normal,44,54.6602,4.0,752.0,754.0,133.0,0.0,1329.0,101.0,1196.0,9454.0,9112.0,-41.0,23.0,16439.0,19546.0,-647.0,16866.0,351.0,0.0,27786.0,49.0
calibration,2927,Normal,45,55.6797,4.0,752.0,753.0,134.0,1.0,1078.0,100.0,1187.0,9434.0,9040.0,744.0,25.0,16090.0,19600.0,-589.0,16814.0,355.0,0.0,27650.0,49.0
calibration,2927,Normal,46,56.7002,4.0,751.0,753.0,135.0,0.0,907.0,101.0,1192.0,9451.0,9014.0,584.0,25.0,16406.0,19784.0,-843.0,16688.0,348.0,0.0,27592.0,49.0
calibration,2927,Normal,47,57.7207,5.0,752.0,754.0,132.0,0.0,746.0,101.0,1211.0,9503.0,8979.0,-870.0,26.0,16015.0,19846.0,-747.0,16690.0,342.0,0.0,27528.0,49.0
calibration,2927,Normal,48,58.7393,5.0,752.0,753.0,132.0,0.0,703.0,100.0,1212.0,9517.0,8991.0,-583.0,25.0,16305.0,19890.0,-326.0,16784.0,348.0,0.0,27530.0,49.0
calibration,2927,Normal,49,59.7598,5.0,752.0,753.0,134.0,0.0,689.0,100.0,1195.0,9438.0,9051.0,-698.0,25.0,16224.0,19886.0,406.0,16702.0,347.0,0.0,27524.0,50.0
calibration,2927,Normal,50,60.7793,5.0,752.0,753.0,135.0,0.0,683.0,101.0,1180.0,9468.0,9066.0,48.0,24.0,16530.0,19952.0,-384.0,16358.0,356.0,0.0,27500.0,50.0
calibration,2927,Normal,51,61.7998,5.0,751.0,753.0,132.0,0.0,673.0,101.0,1190.0,9491.0,9051.0,-542.0,24.0,16705.0,19952.0,-389.0,16586.0,346.0,0.0,27382.0,50.0
calibration,2927,Normal,52,62.8193,5.0,752.0,753.0,132.0,0.0,666.0,101.0,1184.0,9440.0,9062.0,-903.0,25.0,16377.0,19960.0,478.0,16646.0,351.0,0.0,27506.0,50.0
calibration,2927,Normal,53,63.8633,5.0,752.0,753.0,132.0,0.0,655.0,101.0,1184.0,9508.0,8987.0,-795.0,25.0,16569.0,19974.0,-473.0,16688.0,351.0,0.0,27496.0,50.0
calibration,2927,Normal,54,64.8896,5.0,751.0,752.0,131.0,0.0,642.0,100.0,1184.0,9436.0,9060.0,-810.0,25.0,16176.0,19972.0,-358.0,16578.0,354.0,0.0,27390.0,50.0
calibration,2927,Normal,55,65.9111,5.0,752.0,753.0,134.0,0.0,629.0,101.0,1186.0,9494.0,9031.0,-1293.0,25.0,16234.0,19902.0,-393.0,16540.0,349.0,0.0,27382.0,50.0
calibration,2927,Normal,56,66.9297,5.0,752.0,753.0,132.0,0.0,622.0,102.0,1183.0,9439.0,9082.0,-1325.0,25.0,16399.0,19908.0,-669.0,16880.0,349.0,0.0,27470.0,50.0
calibration,2927,Normal,57,67.9502,5.0,752.0,753.0,135.0,0.0,602.0,100.0,1182.0,9409.0,9049.0,-1197.0,25.0,16085.0,19936.0,-424.0,16580.0,356.0,0.0,27270.0,50.0
calibration,2927,Normal,58,68.9697,5.0,752.0,753.0,132.0,0.0,587.0,100.0,1181.0,9456.0,9046.0,-1390.0,26.0,15834.0,20016.0,-32.0,16886.0,355.0,0.0,27262.0,49.0
calibration,2927,Normal,59,69.9893,5.0,751.0,753.0,134.0,0.0,565.0,100.0,1177.0,9505.0,9080.0,-1362.0,26.0,16009.0,20106.0,-562.0,16738.0,350.0,0.0,27110.0,49.0
calibration,2927,Normal,60,71.0352,5.0,752.0,753.0,135.0,0.0,547.0,101.0,1181.0,9486.0,9107.0,-1637.0,25.0,16420.0,20216.0,-93.0,16624.0,356.0,0.0,27068.0,49.0
calibration,2927,Normal,61,72.0293,5.0,752.0,752.0,131.0,0.0,530.0,100.0,1184.0,9515.0,9058.0,-495.0,25.0,15929.0,20244.0,63.0,16640.0,353.0,0.0,27110.0,49.0
calibration,2927,Normal,62,73.0508,5.0,752.0,753.0,131.0,0.0,562.0,101.0,1190.0,9587.0,9022.0,-1005.0,24.0,15943.0,20372.0,-339.0,16430.0,349.0,0.0,27116.0,49.0
calibration,2927,Normal,63,74.0693,5.0,752.0,753.0,135.0,0.0,617.0,100.0,1196.0,9584.0,9052.0,66.0,22.0,16794.0,20244.0,1458.0,15944.0,357.0,0.0,27560.0,49.0
calibration,2927,Normal,64,75.0898,5.0,751.0,752.0,134.0,0.0,691.0,101.0,1191.0,9506.0,9100.0,201.0,21.0,17034.0,19912.0,278.0,16138.0,354.0,0.0,27598.0,49.0
calibration,2927,Normal,65,76.1094,5.0,752.0,755.0,133.0,0.0,795.0,101.0,1192.0,9468.0,9086.0,570.0,21.0,17090.0,19868.0,652.0,16428.0,354.0,0.0,27750.0,50.0
calibration,2927,Normal,66,77.1299,5.0,752.0,754.0,133.0,0.0,919.0,102.0,1180.0,9439.0,9029.0,665.0,22.0,16161.0,19600.0,-82.0,16512.0,346.0,0.0,27856.0,50.0
calibration,2927,Normal,67,78.1494,5.0,752.0,753.0,132.0,0.0,1002.0,100.0,1192.0,9496.0,8985.0,-289.0,21.0,16802.0,19164.0,18.0,16382.0,361.0,0.0,27980.0,50.0
calibration,2927,Normal,68,79.1699,5.0,752.0,755.0,133.0,0.0,1029.0,101.0,1180.0,9508.0,8922.0,515.0,23.0,16119.0,19164.0,-283.0,16614.0,347.0,0.0,27998.0,50.0
calibration,2927,Normal,69,80.1895,5.0,752.0,754.0,135.0,0.0,1022.0,100.0,1187.0,9539.0,8937.0,-520.0,21.0,16890.0,19126.0,123.0,16528.0,355.0,0.0,27864.0,50.0
calibration,2927,Normal,70,81.2109,5.0,752.0,753.0,131.0,0.0,1031.0,101.0,1183.0,9467.0,8979.0,-513.0,22.0,16683.0,19218.0,-278.0,16510.0,347.0,0.0,28028.0,50.0
calibration,2927,Normal,71,82.2295,5.0,751.0,753.0,132.0,0.0,1033.0,100.0,1185.0,9516.0,8983.0,12.0,22.0,16528.0,19304.0,73.0,16520.0,348.0,0.0,28018.0,50.0
calibration,2927,Normal,72,83.2754,5.0,751.0,753.0,131.0,0.0,1036.0,100.0,1186.0,9455.0,8981.0,-170.0,21.0,16727.0,19272.0,136.0,16374.0,357.0,0.0,27826.0,50.0
calibration,2927,Normal,73,84.2685,5.0,752.0,754.0,132.0,0.0,1037.0,100.0,1186.0,9458.0,8988.0,-526.0,21.0,16870.0,19308.0,-416.0,16276.0,344.0,0.0,27960.0,50.0
calibration,2927,Normal,74,85.29,5.0,752.0,754.0,132.0,0.0,1035.0,100.0,1186.0,9524.0,8999.0,-194.0,22.0,16544.0,19110.0,-351.0,16402.0,354.0,0.0,27884.0,50.0
calibration,2927,Normal,75,86.3096,5.0,752.0,754.0,133.0,0.0,1037.0,101.0,1186.0,9454.0,9039.0,-615.0,21.0,16781.0,19130.0,238.0,16428.0,342.0,0.0,27898.0,50.0
calibration,2927,Normal,76,87.3301,5.0,752.0,752.0,135.0,0.0,1043.0,100.0,1186.0,9535.0,8962.0,-740.0,21.0,16773.0,19104.0,-46.0,16458.0,355.0,0.0,27976.0,50.0
calibration,2927,Normal,77,88.3789,5.0,752.0,754.0,135.0,0.0,1041.0,101.0,1185.0,9488.0,8953.0,-664.0,21.0,16609.0,19110.0,-269.0,16520.0,344.0,0.0,27954.0,50.0
calibration,2927,Normal,78,89.3994,5.0,751.0,753.0,132.0,0.0,1042.0,100.0,1184.0,9520.0,8988.0,-835.0,22.0,16391.0,19106.0,-80.0,16564.0,354.0,0.0,27878.0,50.0
calibration,2927,Normal,79,90.4209,5.0,752.0,753.0,133.0,0.0,1048.0,102.0,1184.0,9525.0,8983.0,-646.0,22.0,16836.0,19352.0,153.0,16392.0,346.0,0.0,27862.0,50.0
calibration,2927,Normal,80,91.4395,5.0,751.0,753.0,135.0,0.0,1048.0,101.0,1183.0,9442.0,9001.0,-249.0,22.0,16801.0,19324.0,-352.0,16410.0,344.0,0.0,27958.0,50.0
calibration,2927,Normal,81,92.46,5.0,751.0,752.0,131.0,0.0,1049.0,100.0,1183.0,9491.0,9001.0,-120.0,22.0,16600.0,19342.0,-356.0,16418.0,349.0,0.0,27878.0,50.0
calibration,2927,Normal,82,93.4795,5.0,751.0,754.0,133.0,0.0,1052.0,101.0,1184.0,9530.0,8973.0,44.0,22.0,16734.0,19326.0,826.0,16418.0,344.0,0.0,27856.0,50.0
calibration,2927,Normal,83,94.5,5.0,752.0,753.0,132.0,0.0,1050.0,101.0,1184.0,9504.0,8968.0,-632.0,22.0,16840.0,19342.0,113.0,16290.0,358.0,0.0,27976.0,50.0
calibration,2927,Normal,84,95.5459,5.0,752.0,754.0,133.0,0.0,1051.0,102.0,1183.0,9478.0,8986.0,-495.0,22.0,16700.0,19088.0,-456.0,16534.0,350.0,0.0,27868.0,50.0
calibration,2927,Normal,85,96.5391,5.0,751.0,754.0,132.0,0.0,1052.0,100.0,1186.0,9439.0,9015.0,-662.0,22.0,16827.0,19110.0,23.0,16234.0,348.0,0.0,27998.0,50.0
calibration,2927,Normal,86,97.5596,5.0,752.0,754.0,134.0,0.0,1052.0,102.0,1185.0,9433.0,8982.0,-869.0,22.0,16697.0,19352.0,-41.0,16518.0,359.0,0.0,27876.0,50.0
calibration,2927,Normal,87,98.5801,5.0,752.0,753.0,133.0,0.0,1051.0,101.0,1185.0,9519.0,8957.0,-411.0,22.0,16614.0,19090.0,155.0,16398.0,344.0,0.0,27846.0,50.0
calibration,2927,Normal,88,99.5996,5.0,751.0,754.0,133.0,0.0,1050.0,100.0,1184.0,9486.0,9006.0,-597.0,22.0,16816.0,19100.0,31.0,16410.0,354.0,0.0,27868.0,50.0
calibration,2927,Normal,89,100.621,5.0,752.0,753.0,135.0,0.0,1058.0,100.0,1184.0,9458.0,9015.0,-695.0,21.0,16946.0,19346.0,-442.0,16340.0,348.0,0.0,27984.0,50.0
calibration,2927,Normal,90,101.64,5.0,752.0,753.0,132.0,0.0,1052.0,101.0,1184.0,9494.0,8955.0,-603.0,22.0,16703.0,19348.0,404.0,16356.0,349.0,0.0,27870.0,50.0
calibration,2927,Normal,91,102.66,5.0,752.0,752.0,135.0,0.0,1055.0,100.0,1184.0,9431.0,9014.0,-698.0,22.0,16839.0,19338.0,99.0,16378.0,347.0,0.0,27878.0,50.0
calibration,2927,Normal,92,103.68,5.0,751.0,754.0,136.0,0.0,1057.0,101.0,1184.0,9449.0,9005.0,-255.0,21.0,16844.0,19094.0,-358.0,16448.0,357.0,0.0,27880.0,50.0
calibration,2927,Normal,93,104.701,5.0,752.0,754.0,133.0,0.0,1054.0,101.0,1185.0,9438.0,9023.0,-671.0,21.0,16761.0,19310.0,808.0,16620.0,342.0,0.0,28014.0,50.0
calibration,2927,Normal,94,105.721,5.0,752.0,753.0,133.0,0.0,1053.0,100.0,1185.0,9497.0,8959.0,-320.0,22.0,16589.0,19310.0,760.0,16320.0,347.0,0.0,28010.0,50.0
calibration,2927,Normal,95,106.739,5.0,752.0,753.0,134.0,0.0,1050.0,101.0,1183.0,9497.0,9018.0,-609.0,22.0,16614.0,19326.0,456.0,16560.0,346.0,0.0,27888.0,50.0
calibration,2927,Normal,96,107.786,5.0,752.0,753.0,132.0,0.0,1058.0,101.0,1185.0,9442.0,9031.0,-752.0,22.0,16432.0,19222.0,-64.0,16250.0,352.0,0.0,27832.0,50.0
calibration,2927,Normal,97,108.779,5.0,752.0,753.0,132.0,0.0,1049.0,101.0,1181.0,9493.0,8967.0,-521.0,21.0,16838.0,19176.0,58.0,16204.0,351.0,0.0,27868.0,50.0
calibration,2927,Normal,98,109.8,5.0,752.0,754.0,131.0,0.0,1053.0,101.0,1184.0,9468.0,9019.0,-178.0,22.0,16811.0,19238.0,159.0,16304.0,346.0,0.0,27848.0,50.0
calibration,2927,Normal,99,110.819,5.0,752.0,754.0,133.0,0.0,1050.0,101.0,1185.0,9443.0,8987.0,-464.0,22.0,16394.0,19286.0,67.0,16432.0,350.0,0.0,27870.0,50.0
calibration,2927,Normal,100,9.69043,4.0,751.0,753.0,135.0,0.0,646.0,101.0,1231.0,9424.0,9076.0,-696.0,25.0,17173.0,19988.0,-80.0,16704.0,347.0,0.0,27636.0,49.0
calibration,2928,Normal,1,9.69043,4.0,751.0,753.0,135.0,0.0,646.0,101.0,1231.0,9424.0,9076.0,-696.0,25.0,17173.0,19988.0,-80.0,16704.0,347.0,0.0,27636.0,49.0
calibration,2928,Normal,2,10.7109,4.0,751.0,753.0,132.0,0.0,622.0,101.0,1226.0,9406.0,9061.0,-766.0,26.0,16549.0,19988.0,-878.0,16654.0,346.0,0.0,27510.0,49.0
calibration,2928,Normal,3,11.7334,4.0,751.0,754.0,135.0,0.0,605.0,101.0,1224.0,9486.0,8997.0,-1237.0,26.0,16821.0,20062.0,129.0,16612.0,357.0,0.0,27366.0,49.0
calibration,2928,Normal,4,12.75,4.0,751.0,756.0,135.0,0.0,588.0,100.0,1213.0,9417.0,9099.0,-936.0,26.0,16558.0,20100.0,-496.0,17016.0,344.0,0.0,27346.0,49.0
calibration,2928,Normal,5,13.7695,4.0,751.0,753.0,133.0,0.0,607.0,101.0,1184.0,9521.0,9019.0,608.0,25.0,16218.0,20298.0,-380.0,16566.0,344.0,0.0,27294.0,50.0
calibration,2928,Normal,6,14.791,4.0,751.0,753.0,135.0,0.0,1609.0,101.0,1142.0,9437.0,9052.0,-1725.0,25.0,16913.0,19144.0,432.0,18124.0,348.0,1.0,28126.0,49.0
calibration,2928,Normal,7,15.9199,4.0,751.0,754.0,135.0,0.0,1813.0,101.0,1178.0,9405.0,9122.0,120.0,27.0,16019.0,19576.0,-80.0,15420.0,356.0,0.0,27710.0,48.0
calibration,2928,Normal,8,16.9404,4.0,751.0,753.0,135.0,0.0,1742.0,100.0,1205.0,9426.0,9122.0,-621.0,25.0,16680.0,19460.0,1020.0,16746.0,348.0,0.0,28038.0,48.0
calibration,2928,Normal,9,17.9893,4.0,752.0,754.0,132.0,0.0,1399.0,101.0,1213.0,9439.0,9091.0,1171.0,24.0,16779.0,19598.0,-885.0,17066.0,344.0,0.0,27776.0,49.0
calibration,2928,Normal,10,19.0107,4.0,752.0,753.0,133.0,0.0,1671.0,100.0,1155.0,9486.0,8995.0,-443.0,25.0,16514.0,19546.0,-93.0,16322.0,342.0,0.0,27832.0,49.0
calibration,2928,Normal,11,20.0303,4.0,751.0,753.0,132.0,0.0,1663.0,101.0,1192.0,9440.0,9068.0,-1135.0,25.0,16555.0,19628.0,-441.0,16588.0,346.0,0.0,27852.0,48.0
calibration,2928,Normal,12,21.0508,4.0,751.0,753.0,132.0,0.0,1674.0,100.0,1190.0,9482.0,9040.0,-1635.0,25.0,16429.0,19454.0,-36.0,16512.0,343.0,1.0,27834.0,49.0
calibration,2928,Normal,13,22.0703,4.0,751.0,753.0,133.0,0.0,1682.0,100.0,1181.0,9445.0,9020.0,-1309.0,25.0,16514.0,19542.0,-43.0,16192.0,349.0,1.0,27936.0,49.0
calibration,2928,Normal,14,23.0908,4.0,751.0,754.0,134.0,0.0,1699.0,100.0,1185.0,9432.0,9045.0,-836.0,26.0,16337.0,19344.0,-494.0,16802.0,351.0,0.0,27854.0,49.0
calibration,2928,Normal,15,24.1104,4.0,752.0,753.0,134.0,0.0,1711.0,101.0,1185.0,9440.0,9102.0,-1077.0,25.0,16312.0,19522.0,109.0,16738.0,346.0,0.0,27812.0,49.0
calibration,2928,Normal,16,25.1563,4.0,752.0,753.0,136.0,0.0,1740.0,100.0,1187.0,9445.0,9074.0,-1004.0,25.0,16595.0,19334.0,84.0,16342.0,351.0,1.0,28034.0,49.0
calibration,2928,Normal,17,26.1494,4.0,752.0,753.0,132.0,0.0,1761.0,101.0,1181.0,9445.0,9103.0,-1696.0,25.0,16499.0,19368.0,41.0,16386.0,346.0,0.0,27854.0,49.0
calibration,2928,Normal,18,27.1709,4.0,752.0,753.0,134.0,0.0,1773.0,100.0,1183.0,9391.0,9051.0,-994.0,25.0,16613.0,19434.0,92.0,16056.0,344.0,1.0,27818.0,49.0
calibration,2928,Normal,19,28.1904,4.0,751.0,754.0,133.0,0.0,1777.0,100.0,1183.0,9440.0,9022.0,-1264.0,25.0,16434.0,19150.0,47.0,16380.0,350.0,0.0,27932.0,49.0
calibration,2928,Normal,20,29.2109,4.0,752.0,754.0,132.0,0.0,1780.0,100.0,1185.0,9434.0,9040.0,-604.0,25.0,16780.0,19344.0,378.0,16304.0,351.0,0.0,28010.0,49.0
calibration,2928,Normal,21,30.2305,4.0,751.0,753.0,132.0,0.0,1779.0,101.0,1183.0,9461.0,9065.0,-1581.0,25.0,16458.0,19320.0,136.0,16504.0,350.0,0.0,27912.0,49.0
calibration,2928,Normal,22,31.251,4.0,752.0,752.0,134.0,0.0,1779.0,101.0,1185.0,9416.0,9060.0,-468.0,25.0,16736.0,19394.0,-262.0,16386.0,347.0,0.0,27822.0,49.0
calibration,2928,Normal,23,32.2705,4.0,751.0,753.0,137.0,0.0,1782.0,100.0,1185.0,9507.0,9008.0,-690.0,24.0,16316.0,19222.0,-72.0,16632.0,343.0,1.0,27908.0,49.0
calibration,2928,Normal,24,33.291,4.0,751.0,753.0,135.0,0.0,1784.0,101.0,1186.0,9431.0,9073.0,-793.0,24.0,16372.0,19148.0,66.0,16522.0,343.0,0.0,27886.0,49.0
calibration,2928,Normal,25,34.3096,4.0,752.0,753.0,135.0,0.0,1777.0,101.0,1184.0,9430.0,9073.0,-1465.0,24.0,16228.0,19202.0,-424.0,16542.0,352.0,0.0,28004.0,49.0
